feature,weight,threshold
Close,0.2715136322592697,0.5630563477272968
Volume,0.09409930663622468,0.6
SMA_20,0.7640014286313633,0.5982054028807713
SMA_50,0.5862510131777505,0.3561225862785491
SMA_200,0.27944951471951995,0.42740337353241326
RSI,0.7331125244544832,0.0
MACD,1.0,0.23741625758896845
Signal,0.5691543276422242,0.3785802589823083
BB_Upper,0.18137125499680573,0.5878173279574993
BB_Lower,0.18314935944141422,0.1647287203522979
Daily_Return,0.7671503491222686,0.3712076815130817
Volume_Change,0.7820530511273176,0.3356755838181713
ATR,0.2947187431566656,0.6
OBV,0.0,0.6
VWAP,0.4022349548463534,0.13657050425883613
Williams_R,0.9983760532841808,0.5801629876663286
Stoch_K,0.7332208436649391,0.5875136769981788
